,trainingsizes,frames,masterframes,results,result_sums,mean,qvalues,times,mini,result_q1,result_q2,result_q3,maxi
0,0,"[61, 62, 62, 62, 61, 62, 62, 62, 62, 62, 62, 62, 62, 62, 62, 61, 58, 62, 62, 62, 62, 62, 62, 62, 62, 54, 60, 60, 62, 62, 59, 62, 62, 62, 62, 62, 62, 62, 62, 62, 59, 62, 62, 62, 62, 62, 62, 62, 62, 62, 62, 62, 62, 62, 62, 62, 62, 62, 55, 62, 62, 62, 62, 62, 56, 62, 62, 62, 56, 62, 58, 62, 62, 62, 62, 62, 62, 62, 62, 63, 62, 67, 62, 62, 62, 62, 62, 62, 62, 58, 62, 62, 62, 59, 62, 62, 62, 62, 62, 62]",6151,"[-5.0, -5.0, -5.0, -5.0, -5.0, -5.0, -5.0, -5.0, -5.0, -5.0, -5.0, -5.0, -5.0, -5.0, -5.0, -4.0, -5.0, -5.0, -5.0, -5.0, -5.0, -5.0, -5.0, -5.0, -5.0]",-124.0,-4.96,461,1659,-5.0,-5.0,-5.0,-5.0,-4.0
1,100,"[60, 62, 62, 62, 62, 62, 62, 67, 62, 62, 62, 66, 59, 62, 62, 62, 62, 62, 62, 62, 62, 63, 60, 62, 62, 62, 62, 62, 62, 62, 62, 58, 63, 62, 60, 62, 62, 62, 62, 62, 62, 62, 62, 62, 62, 62, 62, 62, 62, 62, 62, 66, 62, 66, 62, 62, 62, 62, 71, 62, 62, 62, 62, 62, 62, 62, 62, 56, 56, 62, 58, 61, 62, 62, 66, 62, 62, 62, 62, 62, 62, 62, 62, 62, 62, 67, 62, 56, 55, 62, 62, 60, 62, 64, 70, 62, 64, 55, 62, 62]",12348,"[-5.0, -5.0, -5.0, -5.0, -5.0, -4.0, -5.0, -5.0, -5.0, -5.0, -5.0, -5.0, -5.0, -5.0, -5.0, -5.0, -5.0, -4.0, -5.0, -5.0, -5.0, -5.0, -5.0, -5.0, -5.0]",-123.0,-4.92,650,997,-5.0,-5.0,-5.0,-5.0,-4.0
2,200,"[62, 55, 62, 62, 56, 62, 62, 56, 62, 71, 62, 62, 62, 59, 62, 62, 62, 58, 62, 65, 61, 53, 62, 62, 62, 62, 62, 63, 62, 62, 62, 87, 62, 62, 90, 63, 61, 59, 62, 62, 62, 62, 62, 62, 62, 62, 63, 62, 62, 62, 67, 62, 62, 60, 62, 62, 64, 62, 65, 62, 62, 62, 78, 62, 62, 62, 62, 62, 77, 88, 62, 62, 70, 62, 62, 62, 62, 62, 62, 62, 62, 62, 70, 62, 62, 77, 62, 62, 62, 62, 62, 62, 62, 62, 67, 62, 87, 62, 62, 62]",18702,"[-5.0, -3.0, -4.0, -4.0, -5.0, -4.0, -4.0, -3.0, -5.0, -5.0, -5.0, -5.0, -5.0, -5.0, -5.0, -5.0, -5.0, -5.0, -5.0, -5.0, -5.0, -5.0, -5.0, -5.0, -5.0]",-117.0,-4.68,868,905,-5.0,-5.0,-5.0,-5.0,-3.0
3,300,"[70, 62, 62, 62, 62, 62, 62, 62, 62, 62, 62, 62, 62, 98, 62, 90, 62, 73, 62, 57, 62, 62, 62, 70, 62, 62, 77, 62, 62, 62, 62, 62, 98, 62, 62, 58, 62, 98, 62, 137, 62, 62, 62, 62, 62, 62, 62, 63, 98, 62, 62, 76, 62, 71, 62, 64, 98, 62, 62, 62, 62, 98, 62, 62, 62, 62, 62, 67, 70, 72, 98, 108, 98, 62, 62, 62, 70, 65, 62, 62, 71, 65, 62, 62, 62, 62, 62, 62, 62, 98, 62, 134, 62, 62, 62, 62, 62, 62, 108, 211]",25747,"[-5.0, -4.0, -5.0, -5.0, -5.0, 0.0, -3.0, -3.0, -5.0, -5.0, -4.0, -5.0, -5.0, -5.0, -5.0, -5.0, -5.0, -5.0, -5.0, -5.0, -5.0, -5.0, -5.0, -5.0, -3.0]",-112.0,-4.48,1085,966,-5.0,-5.0,-5.0,-5.0,0.0
4,400,"[62, 62, 98, 62, 62, 69, 99, 62, 62, 62, 62, 62, 62, 58, 76, 62, 70, 62, 62, 62, 62, 75, 62, 62, 77, 62, 61, 67, 98, 62, 62, 62, 55, 62, 62, 175, 62, 98, 62, 103, 110, 62, 98, 62, 62, 74, 62, 62, 62, 64, 62, 98, 62, 68, 62, 98, 62, 102, 62, 112, 62, 62, 62, 71, 74, 62, 75, 62, 78, 62, 62, 62, 62, 134, 62, 62, 62, 98, 62, 62, 62, 62, 62, 62, 77, 62, 77, 62, 98, 105, 134, 112, 77, 62, 175, 134, 98, 62, 62, 98]",33223,"[-5.0, -5.0, -2.0, -5.0, -4.0, -5.0, -4.0, -5.0, -4.0, -5.0, -5.0, -5.0, -4.0, -5.0, -5.0, -5.0, -5.0, -5.0, -5.0, -4.0, -3.0, -5.0, -5.0, -4.0, -4.0]",-113.0,-4.52,1274,1068,-5.0,-5.0,-5.0,-4.0,-2.0
5,500,"[88, 62, 134, 134, 62, 134, 62, 62, 62, 62, 98, 62, 105, 62, 62, 72, 98, 62, 62, 62, 148, 62, 62, 98, 62, 98, 75, 62, 67, 62, 98, 62, 148, 169, 74, 62, 56, 78, 62, 62, 63, 66, 62, 138, 58, 62, 62, 62, 98, 98, 62, 62, 62, 62, 62, 77, 62, 59, 56, 62, 62, 64, 98, 98, 134, 98, 73, 62, 64, 62, 62, 62, 62, 62, 62, 62, 62, 62, 62, 62, 52, 62, 64, 51, 62, 62, 66, 62, 55, 63, 62, 163, 62, 62, 62, 62, 101, 62, 62, 175]",40799,"[-3.0, 1.0, -5.0, -5.0, -1.0, -2.0, -5.0, -4.0, -5.0, -5.0, -2.0, -3.0, -1.0, -4.0, -3.0, -5.0, -4.0, -5.0, -3.0, -4.0, -5.0, -5.0, -2.0, -4.0, -4.0]",-88.0,-3.52,1510,1280,-5.0,-5.0,-4.0,-3.0,1.0
6,600,"[51, 134, 62, 64, 62, 59, 92, 134, 98, 98, 62, 62, 70, 62, 69, 66, 63, 62, 202, 62, 62, 62, 98, 62, 67, 62, 98, 48, 139, 62, 62, 62, 98, 55, 62, 62, 134, 62, 62, 50, 62, 74, 59, 62, 62, 62, 98, 62, 143, 62, 62, 98, 56, 62, 70, 55, 62, 57, 134, 62, 62, 62, 62, 62, 62, 62, 63, 71, 73, 164, 57, 62, 62, 95, 62, 150, 62, 62, 52, 63, 98, 73, 72, 134, 62, 62, 62, 62, 62, 62, 62, 127, 63, 98, 63, 136, 62, 62, 58, 127]",48443,"[-4.0, -5.0, -5.0, -5.0, -5.0, -4.0, -5.0, -4.0, -4.0, -5.0, -5.0, -4.0, -2.0, -5.0, -5.0, -3.0, -5.0, -5.0, -5.0, -4.0, -5.0, -2.0, -4.0, -4.0, -5.0]",-109.0,-4.36,1747,1093,-5.0,-5.0,-5.0,-4.0,-2.0
7,700,"[62, 62, 98, 62, 188, 62, 62, 62, 91, 62, 62, 51, 134, 62, 62, 98, 134, 62, 68, 62, 62, 67, 137, 98, 62, 175, 98, 62, 98, 62, 67, 62, 62, 62, 62, 92, 62, 62, 98, 62, 62, 62, 98, 62, 67, 62, 141, 62, 62, 134, 62, 69, 62, 98, 62, 62, 62, 134, 55, 134, 62, 62, 98, 62, 72, 71, 67, 72, 62, 62, 104, 62, 62, 62, 62, 185, 134, 62, 100, 175, 62, 63, 101, 98, 62, 98, 62, 98, 125, 98, 62, 98, 147, 65, 176, 113, 77, 65, 54, 98]",56793,"[-4.0, -3.0, -4.0, -4.0, -5.0, -4.0, 0.0, -4.0, -3.0, -4.0, -3.0, -5.0, -4.0, -4.0, -5.0, 1.0, -3.0, -4.0, -1.0, -3.0, -4.0, -3.0, -5.0, -4.0, 1.0]",-81.0,-3.24,1956,1211,-5.0,-4.0,-4.0,-3.0,1.0
8,800,"[62, 76, 134, 98, 62, 72, 62, 98, 104, 75, 62, 63, 62, 98, 162, 71, 62, 62, 76, 98, 62, 130, 143, 62, 98, 67, 134, 62, 98, 134, 134, 62, 98, 134, 247, 134, 135, 62, 62, 134, 62, 73, 62, 111, 134, 98, 100, 103, 98, 62, 109, 62, 63, 98, 62, 62, 62, 62, 62, 62, 71, 98, 62, 62, 67, 62, 134, 62, 62, 62, 99, 62, 134, 62, 134, 98, 62, 62, 98, 62, 62, 299, 62, 62, 98, 141, 98, 98, 98, 62, 62, 74, 62, 62, 98, 140, 211, 62, 62, 62]",65841,"[-5.0, -2.0, -3.0, -1.0, -1.0, -4.0, -2.0, -4.0, -4.0, -3.0, -2.0, 2.0, -1.0, -4.0, -5.0, -3.0, -5.0, -3.0, -5.0, -3.0, -4.0, -3.0, -3.0, -1.0, -2.0]",-71.0,-2.84,2167,1354,-5.0,-4.0,-3.0,-2.0,2.0
9,900,"[134, 62, 62, 134, 62, 62, 62, 70, 108, 62, 141, 98, 98, 62, 98, 68, 98, 134, 324, 76, 62, 62, 98, 98, 62, 62, 62, 62, 113, 62, 98, 110, 98, 98, 98, 288, 98, 98, 62, 62, 63, 98, 211, 74, 134, 62, 62, 62, 134, 62, 175, 75, 62, 62, 62, 98, 62, 62, 147, 127, 75, 134, 71, 77, 62, 175, 98, 134, 98, 62, 73, 98, 64, 62, 134, 134, 211, 324, 58, 134, 324, 62, 62, 62, 62, 134, 175, 62, 62, 63, 62, 62, 98, 98, 69, 55, 247, 190, 62, 98]",75990,"[-4.0, 0.0, -3.0, -3.0, -4.0, 6.0, -4.0, 2.0, -5.0, 0.0, -4.0, -3.0, 2.0, 1.0, 0.0, -1.0, -4.0, -2.0, 1.0, -1.0, -3.0, -1.0, 7.0, -2.0, 5.0]",-20.0,-0.8,2396,1533,-5.0,-3.0,-1.0,1.0,7.0
10,1000,"[109, 288, 62, 175, 98, 175, 175, 62, 47, 211, 98, 134, 134, 69, 134, 98, 108, 98, 134, 98, 169, 98, 134, 227, 149, 53, 62, 62, 62, 247, 50, 62, 72, 62, 211, 110, 175, 56, 71, 62, 53, 98, 134, 175, 62, 291, 211, 134, 53, 62, 134, 76, 178, 98, 111, 211, 78, 78, 62, 134, 98, 62, 134, 112, 139, 98, 62, 134, 62, 175, 134, 62, 98, 62, 62, 58, 211, 62, 74, 62, 211, 62, 98, 62, 62, 134, 62, 226, 48, 76, 62, 62, 134, 62, 49, 113, 49, 62, 48, 55]",86822,"[-2.0, -5.0, -5.0, -3.0, -5.0, -4.0, -5.0, -1.0, 1.0, -4.0, -2.0, 0.0, -5.0, -4.0, -5.0, -3.0, -3.0, 1.0, -3.0, -4.0, -4.0, -4.0, -4.0, -3.0, -1.0]",-77.0,-3.08,2598,1594,-5.0,-4.0,-4.0,-2.0,1.0
11,1100,"[103, 134, 62, 62, 62, 70, 211, 62, 72, 175, 247, 134, 62, 62, 150, 129, 106, 175, 98, 98, 98, 63, 247, 98, 62, 99, 113, 62, 62, 62, 69, 211, 175, 62, 62, 134, 62, 98, 134, 211, 105, 62, 58, 62, 247, 98, 98, 62, 106, 175, 73, 98, 63, 134, 288, 62, 62, 175, 62, 98, 211, 365, 149, 62, 62, 134, 69, 62, 111, 76, 62, 300, 62, 62, 62, 98, 62, 211, 44, 62, 62, 98, 149, 288, 62, 54, 62, 62, 62, 134, 62, 134, 78, 62, 63, 98, 134, 134, 53, 62]",97707,"[-5.0, -5.0, -3.0, -5.0, -5.0, -2.0, -5.0, -2.0, -4.0, -4.0, -3.0, -5.0, -5.0, -1.0, -5.0, -5.0, -5.0, -3.0, -5.0, -5.0, -5.0, -4.0, -5.0, -5.0, -3.0]",-104.0,-4.16,2783,2244,-5.0,-5.0,-5.0,-3.0,-1.0
12,1200,"[75, 55, 134, 63, 62, 304, 62, 62, 247, 89, 52, 247, 134, 98, 104, 62, 134, 62, 211, 134, 98, 98, 62, 62, 73, 62, 134, 175, 134, 53, 73, 67, 62, 98, 134, 98, 62, 62, 134, 62, 134, 62, 211, 134, 146, 62, 62, 150, 98, 62, 98, 134, 98, 210, 62, 48, 62, 211, 98, 211, 62, 134, 134, 62, 44, 62, 62, 98, 62, 62, 62, 98, 98, 62, 62, 62, 98, 175, 62, 98, 136, 62, 62, 134, 73, 134, 62, 62, 62, 62, 98, 62, 175, 175, 98, 211, 134, 98, 134, 247]",108194,"[14.0, 1.0, -3.0, -3.0, -3.0, 2.0, -2.0, -4.0, -2.0, -3.0, 4.0, -4.0, 0.0, 0.0, -1.0, -2.0, -3.0, -3.0, -2.0, -3.0, -3.0, -2.0, 1.0, -5.0, -5.0]",-31.0,-1.24,2950,1747,-5.0,-3.0,-2.0,0.0,14.0
13,1300,"[176, 216, 62, 62, 62, 134, 211, 175, 134, 72, 187, 98, 62, 162, 62, 175, 62, 109, 98, 62, 62, 62, 98, 62, 62, 211, 62, 62, 65, 98, 63, 175, 102, 485, 62, 70, 62, 100, 247, 77, 142, 98, 62, 62, 62, 62, 175, 101, 62, 98, 68, 175, 67, 62, 134, 48, 78, 143, 98, 114, 62, 98, 111, 98, 98, 44, 73, 175, 134, 66, 175, 176, 190, 114, 134, 98, 175, 175, 134, 62, 102, 175, 134, 144, 98, 62, 62, 175, 103, 64, 72, 186, 71, 134, 142, 71, 61, 134, 62, 100]",119317,"[-3.0, -4.0, -2.0, 1.0, -2.0, 12.0, -4.0, -2.0, -3.0, 9.0, -3.0, -2.0, -4.0, 0.0, 0.0, 0.0, 0.0, -4.0, 1.0, -3.0, -3.0, -2.0, -2.0, 6.0, -2.0]",-16.0,-0.64,3087,1951,-4.0,-3.0,-2.0,0.0,12.0
14,1400,"[103, 247, 69, 247, 112, 62, 62, 175, 62, 134, 62, 70, 437, 586, 160, 102, 113, 134, 134, 62, 302, 137, 293, 175, 62, 62, 401, 98, 65, 62, 98, 62, 175, 103, 62, 134, 98, 137, 62, 62, 98, 181, 247, 98, 134, 247, 98, 98, 98, 62, 134, 134, 227, 98, 211, 98, 247, 105, 175, 134, 211, 134, 62, 62, 247, 190, 98, 98, 98, 70, 98, 98, 104, 98, 134, 138, 339, 141, 62, 108, 98, 191, 62, 69, 175, 247, 98, 134, 175, 62, 222, 175, 62, 175, 85, 70, 77, 225, 360, 147]",133523,"[7.0, -1.0, -4.0, 20.0, 0.0, -4.0, -4.0, -2.0, -4.0, -1.0, -3.0, -2.0, -2.0, -1.0, -3.0, 16.0, -4.0, -4.0, 8.0, -4.0, -4.0, -3.0, -3.0, 5.0, -3.0]",0.0,0.0,3250,2264,-4.0,-4.0,-3.0,-1.0,20.0
15,1500,"[128, 71, 62, 324, 142, 211, 62, 175, 121, 75, 98, 288, 98, 175, 62, 134, 98, 134, 98, 98, 98, 62, 175, 62, 211, 70, 175, 62, 62, 98, 98, 62, 62, 224, 109, 146, 188, 62, 98, 159, 134, 98, 62, 812, 175, 134, 175, 62, 62, 68, 62, 62, 98, 211, 62, 69, 213, 134, 196, 64, 98, 50, 98, 175, 56, 288, 49, 69, 159, 288, 106, 98, 62, 66, 148, 62, 69, 62, 134, 106, 72, 142, 64, 261, 134, 191, 106, 141, 47, 368, 62, 103, 141, 144, 211, 98, 111, 134, 98, 64]",146348,"[0.0, 8.0, 8.0, 1.0, -4.0, -3.0, -3.0, 1.0, -2.0, -3.0, 8.0, 0.0, -2.0, 0.0, 11.0, 10.0, 2.0, 3.0, -1.0, -3.0, 0.0, -2.0, 0.0, 0.0, 11.0]",40.0,1.6,3402,2116,-4.0,-2.0,0.0,3.0,11.0
16,1600,"[134, 84, 247, 72, 98, 113, 98, 98, 288, 134, 98, 62, 150, 98, 211, 175, 156, 219, 157, 62, 134, 62, 62, 98, 175, 98, 98, 175, 105, 103, 67, 111, 62, 76, 74, 175, 62, 66, 73, 63, 98, 48, 111, 73, 62, 473, 134, 78, 211, 62, 75, 62, 71, 134, 175, 98, 72, 68, 401, 62, 74, 134, 134, 62, 98, 134, 98, 62, 437, 62, 98, 247, 73, 45, 62, 311, 134, 65, 62, 60, 98, 98, 102, 211, 365, 77, 98, 112, 139, 101, 175, 98, 98, 62, 71, 62, 262, 98, 138, 111]",158637,"[-3.0, -1.0, -1.0, -4.0, 1.0, 0.0, -3.0, 4.0, -3.0, -4.0, -3.0, -3.0, 0.0, -4.0, -4.0, -1.0, 5.0, 0.0, -5.0, -1.0, -3.0, -4.0, 0.0, 2.0, -1.0]",-36.0,-1.44,3545,1981,-5.0,-3.0,-1.0,0.0,5.0
17,1700,"[175, 175, 226, 175, 98, 134, 401, 211, 175, 259, 68, 62, 62, 62, 74, 107, 62, 62, 51, 71, 176, 62, 211, 62, 98, 189, 98, 62, 73, 77, 62, 62, 134, 62, 102, 134, 510, 100, 98, 77, 62, 62, 175, 64, 134, 112, 134, 145, 211, 98, 111, 141, 98, 67, 324, 98, 99, 175, 77, 191, 99, 211, 62, 338, 175, 62, 98, 110, 62, 176, 324, 69, 175, 223, 62, 98, 62, 98, 247, 78, 75, 177, 73, 144, 62, 112, 62, 59, 211, 62, 374, 114, 134, 66, 401, 145, 98, 88, 473, 324]",172457,"[-2.0, -4.0, -3.0, 9.0, 0.0, -2.0, -4.0, -2.0, 1.0, -4.0, 4.0, -3.0, -3.0, -2.0, -3.0, 2.0, 8.0, -1.0, 8.0, 5.0, -3.0, 6.0, -1.0, -4.0, 5.0]",7.0,0.28,3637,2173,-4.0,-3.0,-2.0,4.0,9.0
18,1800,"[111, 288, 62, 145, 176, 62, 101, 211, 175, 175, 175, 247, 62, 69, 62, 98, 134, 62, 98, 134, 62, 67, 401, 94, 365, 401, 69, 62, 324, 96, 226, 98, 62, 98, 401, 107, 175, 134, 71, 98, 62, 98, 98, 134, 98, 247, 134, 304, 112, 211, 77, 247, 62, 376, 296, 98, 104, 62, 175, 175, 288, 211, 76, 288, 98, 103, 105, 586, 69, 254, 62, 211, 133, 134, 211, 360, 134, 134, 62, 220, 67, 98, 70, 62, 62, 324, 62, 134, 62, 302, 175, 62, 62, 191, 134, 776, 211, 473, 298, 62]",189111,"[9.0, -3.0, -5.0, -1.0, 0.0, -2.0, -3.0, -1.0, -5.0, -3.0, 0.0, -2.0, -3.0, -2.0, -4.0, -4.0, -5.0, -3.0, -3.0, 0.0, -4.0, -3.0, -4.0, -3.0, 9.0]",-45.0,-1.8,3739,2692,-5.0,-4.0,-3.0,-1.0,9.0
19,1900,"[175, 62, 61, 62, 134, 62, 106, 62, 211, 529, 175, 60, 360, 288, 62, 62, 134, 62, 247, 288, 63, 62, 134, 747, 225, 75, 176, 78, 211, 175, 98, 134, 62, 98, 62, 62, 76, 98, 550, 141, 337, 58, 62, 62, 332, 175, 77, 61, 98, 98, 134, 98, 62, 134, 211, 98, 360, 62, 324, 134, 98, 106, 134, 288, 247, 62, 211, 62, 56, 186, 70, 53, 134, 62, 401, 62, 98, 247, 134, 134, 98, 134, 586, 62, 98, 62, 162, 62, 211, 247, 61, 62, 98, 211, 360, 437, 175, 175, 62, 98]",204923,"[-3.0, 0.0, 18.0, -4.0, 5.0, -4.0, 12.0, -3.0, -1.0, -4.0, -3.0, -3.0, 11.0, -4.0, 2.0, -4.0, -1.0, -3.0, -2.0, -3.0, -3.0, -3.0, -3.0, 10.0, 0.0]",7.0,0.28,3848,2445,-4.0,-3.0,-3.0,0.0,18.0
20,2000,"[134, 163, 175, 247, 324, 182, 106, 134, 62, 62, 360, 98, 134, 175, 98, 62, 288, 62, 134, 295, 175, 211, 256, 288, 58, 175, 170, 134, 134, 324, 258, 360, 98, 98, 98, 226, 134, 324, 98, 175, 360, 62, 211, 98, 134, 134, 98, 473, 211, 134, 190, 134, 62, 134, 62, 514, 98, 191, 114, 63, 62, 98, 134, 134, 71, 62, 105, 62, 211, 184, 68, 186, 73, 70, 141, 62, 70, 401, 98, 62, 184, 211, 62, 211, 98, 175, 98, 62, 134, 247, 288, 98, 183, 62, 98, 98, 74, 134, 334, 514]",221208,"[0.0, -4.0, -5.0, -4.0, -3.0, -2.0, 5.0, -4.0, -1.0, -1.0, -5.0, -4.0, -3.0, -3.0, 0.0, -3.0, -4.0, 0.0, -4.0, -4.0, -4.0, 1.0, -4.0, -5.0, 0.0]",-61.0,-2.44,3927,2593,-5.0,-4.0,-3.0,-1.0,5.0
21,2100,"[62, 98, 288, 62, 134, 147, 62, 144, 62, 288, 62, 62, 211, 175, 298, 175, 62, 98, 453, 412, 211, 62, 98, 63, 175, 62, 134, 288, 175, 62, 134, 439, 112, 627, 62, 140, 62, 324, 302, 77, 211, 62, 98, 98, 889, 113, 62, 62, 134, 98, 98, 211, 134, 98, 75, 131, 98, 98, 98, 98, 62, 324, 433, 62, 98, 62, 62, 98, 514, 175, 62, 211, 62, 62, 812, 291, 98, 98, 401, 62, 62, 174, 134, 776, 134, 324, 98, 62, 175, 145, 64, 106, 62, 211, 182, 360, 62, 62, 62, 175]",238617,"[-3.0, 3.0, -1.0, -3.0, -4.0, 0.0, 20.0, -1.0, 4.0, 4.0, 6.0, 0.0, -4.0, 5.0, -3.0, 1.0, -4.0, 4.0, -4.0, -3.0, 9.0, 1.0, -2.0, -2.0, -4.0]",19.0,0.76,4000,2781,-4.0,-3.0,-1.0,4.0,20.0
22,2200,"[62, 175, 175, 211, 62, 65, 62, 98, 98, 437, 98, 62, 98, 62, 189, 437, 288, 211, 134, 134, 324, 62, 175, 62, 324, 360, 401, 62, 187, 708, 134, 175, 314, 62, 98, 62, 304, 550, 402, 175, 810, 175, 473, 62, 98, 185, 134, 105, 62, 62, 514, 136, 98, 211, 62, 149, 211, 437, 303, 288, 134, 58, 175, 62, 134, 108, 175, 175, 58, 360, 183, 62, 98, 586, 94, 107, 473, 62, 64, 98, 98, 98, 62, 98, 149, 66, 104, 134, 324, 299, 98, 62, 98, 62, 98, 98, 74, 142, 186, 218]",257125,"[-4.0, -3.0, -3.0, -2.0, -1.0, 4.0, 2.0, -3.0, 6.0, -4.0, 24.0, 7.0, 2.0, -2.0, -3.0, -2.0, -3.0, -1.0, -1.0, 3.0, 1.0, -2.0, -3.0, 4.0, -2.0]",14.0,0.56,4069,2889,-4.0,-3.0,-2.0,2.0,24.0
23,2300,"[62, 134, 76, 98, 175, 66, 138, 62, 62, 98, 103, 113, 175, 530, 175, 62, 77, 109, 183, 247, 211, 98, 98, 62, 62, 211, 62, 403, 106, 71, 288, 211, 68, 211, 288, 62, 144, 132, 227, 262, 182, 67, 129, 59, 101, 175, 62, 62, 62, 473, 134, 105, 62, 62, 776, 218, 98, 324, 211, 211, 175, 62, 134, 62, 62, 288, 98, 211, 74, 98, 110, 360, 181, 66, 114, 141, 60, 134, 188, 62, 62, 61, 135, 889, 325, 439, 134, 288, 150, 466, 110, 360, 98, 62, 288, 175, 69, 175, 401, 72]",274159,"[-3.0, 9.0, -5.0, -5.0, 15.0, 3.0, -2.0, -1.0, 0.0, -5.0, 15.0, 4.0, 13.0, 2.0, -3.0, -5.0, 1.0, 5.0, 9.0, -5.0, 2.0, -1.0, -1.0, 3.0, -5.0]",40.0,1.6,4115,2707,-5.0,-3.0,0.0,4.0,15.0
24,2400,"[134, 62, 175, 77, 144, 172, 288, 288, 175, 324, 62, 473, 324, 247, 211, 63, 330, 136, 62, 362, 247, 247, 557, 98, 134, 98, 297, 247, 76, 62, 134, 69, 211, 134, 211, 211, 175, 134, 98, 217, 134, 62, 51, 98, 62, 62, 134, 401, 134, 369, 776, 134, 64, 98, 62, 247, 247, 62, 134, 211, 211, 98, 62, 288, 134, 62, 134, 248, 288, 63, 72, 110, 62, 247, 324, 288, 211, 1002, 62, 247, 98, 98, 134, 248, 211, 360, 64, 635, 134, 63, 373, 514, 62, 300, 899, 99, 175, 77, 288, 189]",294701,"[-1.0, -5.0, 0.0, 8.0, 16.0, -1.0, 10.0, -5.0, 29.0, -5.0, -5.0, -4.0, 2.0, 14.0, 9.0, -1.0, 5.0, 3.0, 4.0, -5.0, 20.0, 7.0, 26.0, 7.0, 1.0]",129.0,5.16,4155,3316,-5.0,-1.0,3.0,9.0,29.0
25,2500,"[65, 175, 134, 216, 360, 62, 437, 134, 671, 62, 134, 324, 98, 211, 62, 247, 663, 98, 112, 247, 98, 134, 332, 98, 134, 135, 98, 328, 62, 136, 297, 98, 247, 211, 103, 113, 136, 211, 62, 247, 62, 134, 98, 247, 150, 62, 134, 62, 63, 98, 335, 134, 175, 134, 134, 98, 98, 63, 78, 290, 98, 62, 98, 175, 326, 360, 256, 62, 62, 62, 134, 437, 777, 401, 220, 437, 134, 191, 98, 175, 62, 77, 324, 62, 57, 211, 62, 62, 401, 437, 247, 98, 586, 190, 62, 437, 62, 283, 438, 600]",314465,"[1.0, 0.0, -4.0, 0.0, -5.0, -2.0, -5.0, -3.0, -5.0, -1.0, 26.0, 25.0, -4.0, 2.0, 25.0, 15.0, -2.0, -1.0, -3.0, 10.0, -3.0, -2.0, -4.0, -5.0, 15.0]",70.0,2.8,4188,3149,-5.0,-4.0,-2.0,2.0,26.0
